frame_index,frame_label,previous_frame_label,interface_event_count,"events(interface_type,event_type,atom_i,atom_j,group_i,group_j,symbol_i,symbol_j,pair,distance_broken,distance_formed)"
3073,set_001__step_00153700,set_001__step_00153650,9,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.050319} {water-surface,formed,334,1046,surface,water,O,H,H-O,,1.117282} {water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,1.991843} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,2.196770} {organic-surface,formed,713,969,surface,organic,Zn,O,O-Zn,,2.108427} {water-surface,formed,779,990,surface,water,O,H,H-O,,0.984128} {water-surface,formed,893,1000,surface,water,Zn,O,O-Zn,,2.075904} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.061213,} {water-surface,broken,348,1003,surface,water,Zn,O,O-Zn,1.860388,}"
3074,set_001__step_00153750,set_001__step_00153700,8,"{water-surface,formed,348,1003,surface,water,Zn,O,O-Zn,,2.105385} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.080742} {water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,2.075721} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.130549} {water-surface,formed,919,1013,surface,water,O,H,H-O,,1.200248} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.039090,} {water-surface,broken,779,990,surface,water,O,H,H-O,0.984128,} {water-surface,broken,953,1012,surface,water,Zn,O,O-Zn,2.016772,}"
3075,set_001__step_00153800,set_001__step_00153750,9,"{water-surface,formed,374,1040,surface,water,O,H,H-O,,0.993859} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.034271} {water-surface,formed,528,1018,surface,water,Zn,O,O-Zn,,2.070469} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.049921} {water-surface,formed,779,990,surface,water,O,H,H-O,,0.998192} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.142033,} {water-surface,broken,399,1026,surface,water,O,H,H-O,1.136079,} {water-surface,broken,919,1013,surface,water,O,H,H-O,1.200248,} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.135521,}"
3076,set_001__step_00153850,set_001__step_00153800,10,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.001181} {water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.065752} {water-surface,formed,953,1012,surface,water,Zn,O,O-Zn,,2.007997} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.025321} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.186992,} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.095731,} {water-surface,broken,313,1033,surface,water,Zn,O,O-Zn,2.082687,} {water-surface,broken,619,1002,surface,water,O,H,H-O,0.959239,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,2.063663,} {water-surface,broken,779,990,surface,water,O,H,H-O,0.998192,}"
3077,set_001__step_00153900,set_001__step_00153850,4,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.929972} {water-surface,formed,619,1002,surface,water,O,H,H-O,,0.979634} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.147555,} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.025321,}"
3078,set_001__step_00153950,set_001__step_00153900,5,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.178909} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.089332} {water-surface,broken,528,1018,surface,water,Zn,O,O-Zn,2.139361,} {water-surface,broken,933,991,surface,water,Zn,O,O-Zn,2.042535,} {water-surface,broken,953,1012,surface,water,Zn,O,O-Zn,1.983588,}"
3079,set_001__step_00154000,set_001__step_00153950,6,"{water-surface,formed,528,1018,surface,water,Zn,O,O-Zn,,2.151395} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.009618} {water-surface,formed,933,991,surface,water,Zn,O,O-Zn,,2.061644} {water-surface,formed,953,1012,surface,water,Zn,O,O-Zn,,2.189656} {water-surface,broken,253,1036,surface,water,Zn,O,O-Zn,2.119466,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.136218,}"
3080,set_001__step_00154050,set_001__step_00154000,6,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.126142} {water-surface,formed,673,1024,surface,water,Zn,O,O-Zn,,2.048186} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.064061,} {water-surface,broken,74,1004,surface,water,O,H,H-O,1.108212,} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.037455,} {organic-surface,broken,713,969,surface,organic,Zn,O,O-Zn,2.108865,}"
3081,set_001__step_00154100,set_001__step_00154050,5,"{water-surface,formed,253,1036,surface,water,Zn,O,O-Zn,,2.025059} {water-surface,formed,313,1033,surface,water,Zn,O,O-Zn,,2.139827} {water-surface,formed,494,1019,surface,water,O,H,H-O,,1.202883} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.126487,} {water-surface,broken,319,1049,surface,water,O,H,H-O,1.069344,}"
3082,set_001__step_00154150,set_001__step_00154100,7,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.006922} {water-surface,formed,319,1049,surface,water,O,H,H-O,,0.952566} {organic-surface,formed,713,969,surface,organic,Zn,O,O-Zn,,2.053288} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.122400,} {water-surface,broken,494,1019,surface,water,O,H,H-O,1.202883,} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.016880,} {water-surface,broken,933,991,surface,water,Zn,O,O-Zn,2.150970,}"
3083,set_001__step_00154200,set_001__step_00154150,6,"{water-surface,formed,74,1004,surface,water,O,H,H-O,,1.012765} {water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,2.199084} {water-surface,formed,933,991,surface,water,Zn,O,O-Zn,,2.032581} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.157534,} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,1.976446,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.201738,}"
3084,set_001__step_00154250,set_001__step_00154200,1,"{water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,2.022328,}"
3085,set_001__step_00154300,set_001__step_00154250,5,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.031134} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.115159} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,2.175017} {organic-surface,broken,713,969,surface,organic,Zn,O,O-Zn,2.128814,} {water-surface,broken,933,991,surface,water,Zn,O,O-Zn,2.137934,}"
3086,set_001__step_00154350,set_001__step_00154300,3,"{water-surface,formed,194,1031,surface,water,O,H,H-O,,1.129339} {water-surface,formed,933,991,surface,water,Zn,O,O-Zn,,2.070800} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.193004,}"
3087,set_001__step_00154400,set_001__step_00154350,6,"{water-surface,formed,673,1024,surface,water,Zn,O,O-Zn,,2.064569} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.125095} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,1.986692} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.076082,} {water-surface,broken,194,1031,surface,water,O,H,H-O,1.129339,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.042676,}"
3088,set_001__step_00154450,set_001__step_00154400,2,"{water-surface,broken,528,1018,surface,water,Zn,O,O-Zn,2.193655,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.038020,}"
3089,set_001__step_00154500,set_001__step_00154450,7,"{water-surface,formed,194,1031,surface,water,O,H,H-O,,1.123066} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.086276} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.031421} {water-surface,formed,528,1018,surface,water,Zn,O,O-Zn,,2.126618} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.111139} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.094721,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.033450,}"
3090,set_001__step_00154550,set_001__step_00154500,7,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,1.961246} {organic-surface,formed,713,969,surface,organic,Zn,O,O-Zn,,2.101856} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.161218} {water-surface,broken,374,1040,surface,water,O,H,H-O,0.979853,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,2.102392,} {water-surface,broken,834,995,surface,water,O,H,H-O,1.044754,} {water-surface,broken,868,994,surface,water,Zn,O,O-Zn,2.064466,}"
3091,set_001__step_00154600,set_001__step_00154550,2,"{water-surface,formed,494,1019,surface,water,O,H,H-O,,1.214425} {water-surface,broken,74,1004,surface,water,O,H,H-O,1.004864,}"
3092,set_001__step_00154650,set_001__step_00154600,10,"{water-surface,formed,74,1004,surface,water,O,H,H-O,,1.098358} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.015710} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,1.978167} {water-surface,formed,834,995,surface,water,O,H,H-O,,1.062563} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,1.974437,} {water-surface,broken,194,1031,surface,water,O,H,H-O,1.145515,} {water-surface,broken,319,1049,surface,water,O,H,H-O,1.126247,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.172063,} {water-surface,broken,494,1019,surface,water,O,H,H-O,1.214425,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.236844,}"
3093,set_001__step_00154700,set_001__step_00154650,3,"{water-surface,formed,674,1055,surface,water,O,H,H-O,,1.107295} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.175018} {water-surface,formed,868,994,surface,water,Zn,O,O-Zn,,1.921001}"
3094,set_001__step_00154750,set_001__step_00154700,5,"{water-surface,formed,194,1031,surface,water,O,H,H-O,,1.103819} {water-surface,formed,319,1049,surface,water,O,H,H-O,,0.969104} {water-surface,formed,494,1019,surface,water,O,H,H-O,,1.062474} {water-surface,formed,673,1024,surface,water,Zn,O,O-Zn,,2.030896} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.047354,}"
3095,set_001__step_00154800,set_001__step_00154750,4,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.028533} {water-surface,formed,419,1016,surface,water,O,H,H-O,,0.982307} {water-surface,broken,194,1031,surface,water,O,H,H-O,1.103819,} {water-surface,broken,374,1040,surface,water,O,H,H-O,1.112118,}"
3096,set_001__step_00154850,set_001__step_00154800,4,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,1.990243} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.056203,} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.038593,} {organic-surface,broken,713,969,surface,organic,Zn,O,O-Zn,2.047439,}"
3097,set_001__step_00154900,set_001__step_00154850,6,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.199768} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.183101,} {water-surface,broken,319,1049,surface,water,O,H,H-O,1.139129,} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,1.969755,} {water-surface,broken,494,1019,surface,water,O,H,H-O,1.041471,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.052167,}"
3098,set_001__step_00154950,set_001__step_00154900,4,"{water-surface,formed,319,1049,surface,water,O,H,H-O,,1.104773} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.135016} {water-surface,broken,348,1003,surface,water,Zn,O,O-Zn,1.964111,} {water-surface,broken,953,1012,surface,water,Zn,O,O-Zn,2.077229,}"
3099,set_001__step_00155000,set_001__step_00154950,7,"{water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,2.181269} {water-surface,formed,348,1003,surface,water,Zn,O,O-Zn,,2.073155} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,1.964438} {water-surface,formed,494,1019,surface,water,O,H,H-O,,0.955339} {water-surface,broken,319,1049,surface,water,O,H,H-O,1.104773,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.135016,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.158939,}"
3100,set_001__step_00155050,set_001__step_00155000,7,"{water-surface,formed,953,1012,surface,water,Zn,O,O-Zn,,2.003838} {water-surface,broken,593,1048,surface,water,Zn,O,O-Zn,2.174442,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,2.033997,} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.156869,} {water-surface,broken,674,1055,surface,water,O,H,H-O,1.140857,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.177865,} {water-surface,broken,893,1000,surface,water,Zn,O,O-Zn,2.105380,}"
3101,set_001__step_00155100,set_001__step_00155050,5,"{water-surface,formed,593,1048,surface,water,Zn,O,O-Zn,,2.085212} {water-surface,formed,673,1024,surface,water,Zn,O,O-Zn,,2.066702} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.057601} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,1.965829,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.199095,}"
3102,set_001__step_00155150,set_001__step_00155100,11,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,1.918869} {water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,2.132908} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.012311} {water-surface,formed,893,1000,surface,water,Zn,O,O-Zn,,2.086208} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.196767,} {water-surface,broken,74,1004,surface,water,O,H,H-O,1.024646,} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.036873,} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.087838,} {water-surface,broken,494,1019,surface,water,O,H,H-O,0.965447,} {water-surface,broken,528,1018,surface,water,Zn,O,O-Zn,2.160423,} {water-surface,broken,719,1028,surface,water,O,H,H-O,0.969354,}"
3103,set_001__step_00155200,set_001__step_00155150,8,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.032294} {water-surface,formed,74,1004,surface,water,O,H,H-O,,1.162965} {water-surface,formed,194,1031,surface,water,O,H,H-O,,1.075700} {water-surface,formed,319,1049,surface,water,O,H,H-O,,1.049008} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.037395} {water-surface,formed,399,1026,surface,water,O,H,H-O,,1.009780} {water-surface,formed,719,1028,surface,water,O,H,H-O,,1.076261} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.021253,}"
3104,set_001__step_00155250,set_001__step_00155200,4,"{water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.154429,} {water-surface,broken,194,1031,surface,water,O,H,H-O,1.075700,} {water-surface,broken,288,997,surface,water,Zn,O,O-Zn,2.031008,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.107042,}"
3105,set_001__step_00155300,set_001__step_00155250,9,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.053916} {water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,2.062400} {water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,1.957766} {water-surface,formed,194,1031,surface,water,O,H,H-O,,0.973535} {water-surface,formed,288,997,surface,water,Zn,O,O-Zn,,2.114729} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.069733} {water-surface,formed,528,1018,surface,water,Zn,O,O-Zn,,2.012564} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,1.938718} {water-surface,broken,893,1000,surface,water,Zn,O,O-Zn,2.107467,}"
3106,set_001__step_00155350,set_001__step_00155300,0,
3107,set_001__step_00155400,set_001__step_00155350,6,"{water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,2.041817} {water-surface,formed,893,1000,surface,water,Zn,O,O-Zn,,2.036122} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.065698,} {water-surface,broken,528,1018,surface,water,Zn,O,O-Zn,2.013698,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,2.026237,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.057192,}"
3108,set_001__step_00155450,set_001__step_00155400,3,"{water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.193143,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.195685,} {water-surface,broken,648,1039,surface,water,Zn,O,O-Zn,1.929998,}"
3109,set_001__step_00155500,set_001__step_00155450,5,"{water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,2.199791} {water-surface,formed,648,1039,surface,water,Zn,O,O-Zn,,1.968019} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.078408} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.107554} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,1.971260,}"
3110,set_001__step_00155550,set_001__step_00155500,6,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.161579} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,2.187017} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.050878} {water-surface,broken,399,1026,surface,water,O,H,H-O,0.970868,} {water-surface,broken,719,1028,surface,water,O,H,H-O,0.987269,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.059269,}"
3111,set_001__step_00155600,set_001__step_00155550,5,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.098403} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.856941,} {water-surface,broken,253,1036,surface,water,Zn,O,O-Zn,2.198099,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,1.991138,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,1.931603,}"
3112,set_001__step_00155650,set_001__step_00155600,5,"{water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.186208} {water-surface,broken,88,1057,surface,water,Zn,O,O-Zn,2.183401,} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.092409,} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.180727,} {water-surface,broken,933,991,surface,water,Zn,O,O-Zn,2.048254,}"
3113,set_001__step_00155700,set_001__step_00155650,5,"{water-surface,formed,88,1057,surface,water,Zn,O,O-Zn,,2.155360} {water-surface,formed,253,1036,surface,water,Zn,O,O-Zn,,1.993956} {water-surface,formed,673,1024,surface,water,Zn,O,O-Zn,,2.199566} {water-surface,formed,933,991,surface,water,Zn,O,O-Zn,,2.136846} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,1.944902,}"
3114,set_001__step_00155750,set_001__step_00155700,5,"{water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,1.994912} {water-surface,formed,354,1044,surface,water,O,H,H-O,,1.005479} {water-surface,formed,528,1018,surface,water,Zn,O,O-Zn,,2.123082} {water-surface,formed,779,989,surface,water,O,H,H-O,,1.235092} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.138377,}"
3115,set_001__step_00155800,set_001__step_00155750,5,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.181454} {water-surface,formed,399,1025,surface,water,O,H,H-O,,1.120297} {water-surface,formed,774,1058,surface,water,O,H,H-O,,0.995339} {water-surface,broken,194,1031,surface,water,O,H,H-O,0.997107,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,1.991087,}"
3116,set_001__step_00155850,set_001__step_00155800,5,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.132886} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,1.930952} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.108041,} {water-surface,broken,399,1025,surface,water,O,H,H-O,1.120297,} {water-surface,broken,528,1018,surface,water,Zn,O,O-Zn,2.017662,}"
3117,set_001__step_00155900,set_001__step_00155850,6,"{water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,2.082118} {water-surface,formed,194,1031,surface,water,O,H,H-O,,0.999397} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,1.989741} {water-surface,formed,399,1025,surface,water,O,H,H-O,,1.050632} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,2.093264} {water-surface,formed,734,1007,surface,water,O,H,H-O,,1.066912}"
3118,set_001__step_00155950,set_001__step_00155900,3,"{water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.128514,} {water-surface,broken,253,1036,surface,water,Zn,O,O-Zn,1.920606,} {water-surface,broken,734,1007,surface,water,O,H,H-O,1.066912,}"
3119,set_001__step_00156000,set_001__step_00155950,6,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.100324} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.156641} {water-surface,broken,194,1031,surface,water,O,H,H-O,1.026254,} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,1.884483,} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,1.964294,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.078426,}"
3120,set_001__step_00156050,set_001__step_00156000,5,"{water-surface,formed,253,1036,surface,water,Zn,O,O-Zn,,2.069583} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,1.849364} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.161922} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.100324,} {water-surface,broken,708,1054,surface,water,Zn,O,O-Zn,2.127739,}"
3121,set_001__step_00156100,set_001__step_00156050,1,"{water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.162118}"
3122,set_001__step_00156150,set_001__step_00156100,5,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.126383} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.123858,} {water-surface,broken,374,1040,surface,water,O,H,H-O,0.990761,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.191529,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.095081,}"
3123,set_001__step_00156200,set_001__step_00156150,3,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.052446} {water-surface,broken,334,1046,surface,water,O,H,H-O,1.149835,} {water-surface,broken,774,1058,surface,water,O,H,H-O,1.100179,}"
3124,set_001__step_00156250,set_001__step_00156200,6,"{water-surface,formed,619,1002,surface,water,O,H,H-O,,1.155547} {water-surface,formed,708,1054,surface,water,Zn,O,O-Zn,,1.980469} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,1.906056,} {water-surface,broken,88,1057,surface,water,Zn,O,O-Zn,2.098794,} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,1.845321,} {water-surface,broken,779,989,surface,water,O,H,H-O,1.069979,}"
3125,set_001__step_00156300,set_001__step_00156250,5,"{water-surface,formed,88,1057,surface,water,Zn,O,O-Zn,,2.148442} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.018887} {water-surface,broken,228,1030,surface,water,Zn,O,O-Zn,2.152726,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.155547,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.199767,}"
3126,set_001__step_00156350,set_001__step_00156300,7,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.115159} {water-surface,formed,619,1002,surface,water,O,H,H-O,,1.096860} {water-surface,formed,674,1055,surface,water,O,H,H-O,,1.152035} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.153497,} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.104106,} {water-surface,broken,374,1040,surface,water,O,H,H-O,1.018887,} {water-surface,broken,953,1012,surface,water,Zn,O,O-Zn,2.160268,}"
3127,set_001__step_00156400,set_001__step_00156350,6,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.025030} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.222834} {water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.061704} {water-surface,formed,774,1058,surface,water,O,H,H-O,,1.000277} {water-surface,formed,953,1012,surface,water,Zn,O,O-Zn,,2.107289} {water-surface,broken,674,1055,surface,water,O,H,H-O,1.152035,}"
3128,set_001__step_00156450,set_001__step_00156400,6,"{water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,1.960031} {water-surface,formed,193,1036,surface,water,Zn,O,O-Zn,,1.999423} {water-surface,formed,228,1030,surface,water,Zn,O,O-Zn,,2.185217} {water-surface,formed,674,1055,surface,water,O,H,H-O,,1.113237} {water-surface,broken,374,1040,surface,water,O,H,H-O,1.222834,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,1.919308,}"
3129,set_001__step_00156500,set_001__step_00156450,5,"{water-surface,formed,33,1027,surface,water,Zn,O,O-Zn,,2.017115} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,1.918795,} {water-surface,broken,674,1055,surface,water,O,H,H-O,1.113237,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.187289,} {water-surface,broken,834,995,surface,water,O,H,H-O,1.039997,}"
3130,set_001__step_00156550,set_001__step_00156500,4,"{water-surface,formed,674,1055,surface,water,O,H,H-O,,1.183627} {water-surface,broken,93,988,surface,water,Zn,O,O-Zn,2.102138,} {water-surface,broken,193,1036,surface,water,Zn,O,O-Zn,2.086623,} {water-surface,broken,399,1025,surface,water,O,H,H-O,1.228622,}"
3131,set_001__step_00156600,set_001__step_00156550,9,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,1.887213} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.215536} {water-surface,formed,719,1028,surface,water,O,H,H-O,,1.141796} {organic-surface,formed,773,969,surface,organic,Zn,O,O-Zn,,2.085201} {water-surface,broken,33,1027,surface,water,Zn,O,O-Zn,2.011674,} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,2.162115,} {water-surface,broken,388,1042,surface,water,Zn,O,O-Zn,2.020755,} {water-surface,broken,674,1055,surface,water,O,H,H-O,1.183627,} {water-surface,broken,868,994,surface,water,Zn,O,O-Zn,2.114737,}"
3132,set_001__step_00156650,set_001__step_00156600,6,"{water-surface,formed,368,1045,surface,water,Zn,O,O-Zn,,1.998186} {water-surface,formed,388,1042,surface,water,Zn,O,O-Zn,,1.979774} {water-surface,formed,674,1055,surface,water,O,H,H-O,,1.123786} {water-surface,formed,868,994,surface,water,Zn,O,O-Zn,,2.197151} {water-surface,broken,374,1040,surface,water,O,H,H-O,1.215536,} {water-surface,broken,719,1028,surface,water,O,H,H-O,1.141796,}"
3133,set_001__step_00156700,set_001__step_00156650,6,"{water-surface,formed,93,988,surface,water,Zn,O,O-Zn,,1.933941} {water-surface,formed,374,1040,surface,water,O,H,H-O,,1.126456} {water-surface,broken,68,1009,surface,water,Zn,O,O-Zn,2.032121,} {water-surface,broken,619,1002,surface,water,O,H,H-O,1.201754,} {water-surface,broken,674,1055,surface,water,O,H,H-O,1.123786,} {water-surface,broken,953,1012,surface,water,Zn,O,O-Zn,2.179809,}"
3134,set_001__step_00156750,set_001__step_00156700,8,"{water-surface,formed,68,1009,surface,water,Zn,O,O-Zn,,2.089657} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.112983} {water-surface,formed,953,1012,surface,water,Zn,O,O-Zn,,2.182453} {water-surface,broken,74,1004,surface,water,O,H,H-O,0.968475,} {water-surface,broken,368,1045,surface,water,Zn,O,O-Zn,1.914827,} {water-surface,broken,673,1024,surface,water,Zn,O,O-Zn,2.130624,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.095086,} {organic-surface,broken,773,969,surface,organic,Zn,O,O-Zn,2.016644,}"
