frame_index,frame_label,previous_frame_label,interface_event_count,"events(interface_type,event_type,atom_i,atom_j,group_i,group_j,symbol_i,symbol_j,pair,distance_broken,distance_formed)"
18,set_000__step_00000950,set_000__step_00000900,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.109749} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.084986,}"
19,set_000__step_00001000,set_000__step_00000950,3,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.086747} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.152395} {organic-surface,formed,530,969,surface,organic,Zn,O,O-Zn,,2.180974}"
20,set_000__step_00001050,set_000__step_00001000,2,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.079486,} {organic-surface,broken,530,969,surface,organic,Zn,O,O-Zn,2.180974,}"
21,set_000__step_00001100,set_000__step_00001050,1,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.153751,}"
22,set_000__step_00001150,set_000__step_00001100,2,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.197161} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.199150,}"
23,set_000__step_00001200,set_000__step_00001150,0,
24,set_000__step_00001250,set_000__step_00001200,0,
25,set_000__step_00001300,set_000__step_00001250,1,"{water-surface,formed,734,1008,surface,water,O,H,H-O,,1.099194}"
26,set_000__step_00001350,set_000__step_00001300,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.086615} {water-surface,broken,734,1008,surface,water,O,H,H-O,1.099194,}"
27,set_000__step_00001400,set_000__step_00001350,0,
28,set_000__step_00001450,set_000__step_00001400,1,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.157336}"
29,set_000__step_00001500,set_000__step_00001450,2,"{water-surface,formed,734,1008,surface,water,O,H,H-O,,1.000765} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.183433,}"
30,set_000__step_00001550,set_000__step_00001500,3,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.196653} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,1.858635,} {water-surface,broken,734,1008,surface,water,O,H,H-O,1.000765,}"
31,set_000__step_00001600,set_000__step_00001550,1,"{water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.134115,}"
32,set_000__step_00001650,set_000__step_00001600,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.171131} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.193492,}"
33,set_000__step_00001700,set_000__step_00001650,1,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.171131,}"
34,set_000__step_00001750,set_000__step_00001700,1,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,1.965268}"
35,set_000__step_00001800,set_000__step_00001750,1,"{water-surface,formed,734,1008,surface,water,O,H,H-O,,1.087932}"
36,set_000__step_00001850,set_000__step_00001800,5,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.914195} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.190587} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.076922} {water-surface,formed,893,1051,surface,water,Zn,O,O-Zn,,2.123712} {water-surface,broken,734,1008,surface,water,O,H,H-O,1.087932,}"
37,set_000__step_00001900,set_000__step_00001850,2,"{water-surface,formed,734,1008,surface,water,O,H,H-O,,1.063101} {water-surface,formed,959,1022,surface,water,O,H,H-O,,0.945506}"
38,set_000__step_00001950,set_000__step_00001900,1,"{water-surface,broken,893,1051,surface,water,Zn,O,O-Zn,2.099049,}"
39,set_000__step_00002000,set_000__step_00001950,1,"{water-surface,broken,959,1022,surface,water,O,H,H-O,1.190763,}"
40,set_000__step_00002050,set_000__step_00002000,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.792634} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.007677}"
41,set_000__step_00002100,set_000__step_00002050,0,
42,set_000__step_00002150,set_000__step_00002100,2,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.138227,} {water-surface,broken,959,1022,surface,water,O,H,H-O,0.998670,}"
43,set_000__step_00002200,set_000__step_00002150,0,
44,set_000__step_00002250,set_000__step_00002200,2,"{water-surface,formed,893,1051,surface,water,Zn,O,O-Zn,,2.180008} {water-surface,broken,734,1008,surface,water,O,H,H-O,1.151037,}"
45,set_000__step_00002300,set_000__step_00002250,0,
46,set_000__step_00002350,set_000__step_00002300,1,"{water-surface,broken,419,1016,surface,water,O,H,H-O,1.049040,}"
47,set_000__step_00002400,set_000__step_00002350,0,
48,set_000__step_00002450,set_000__step_00002400,1,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.875304}"
49,set_000__step_00002500,set_000__step_00002450,1,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.082055,}"
50,set_000__step_00002550,set_000__step_00002500,2,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.102551,} {water-surface,broken,893,1051,surface,water,Zn,O,O-Zn,2.143718,}"
51,set_000__step_00002600,set_000__step_00002550,1,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.159155,}"
52,set_000__step_00002650,set_000__step_00002600,0,
53,set_000__step_00002700,set_000__step_00002650,1,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.011449}"
54,set_000__step_00002750,set_000__step_00002700,1,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,1.973195}"
55,set_000__step_00002800,set_000__step_00002750,1,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,1.958937,}"
56,set_000__step_00002850,set_000__step_00002800,1,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,1.980220,}"
57,set_000__step_00002900,set_000__step_00002850,1,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.158735}"
58,set_000__step_00002950,set_000__step_00002900,1,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.177906}"
59,set_000__step_00003000,set_000__step_00002950,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.880238} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.184136}"
60,set_000__step_00003050,set_000__step_00003000,1,"{water-surface,broken,959,1022,surface,water,O,H,H-O,1.184136,}"
61,set_000__step_00003100,set_000__step_00003050,2,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.162314} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.110781,}"
62,set_000__step_00003150,set_000__step_00003100,2,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.131480,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.162314,}"
63,set_000__step_00003200,set_000__step_00003150,0,
64,set_000__step_00003250,set_000__step_00003200,2,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.927220} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.063982,}"
65,set_000__step_00003300,set_000__step_00003250,3,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.027210} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.199401} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.197908}"
66,set_000__step_00003350,set_000__step_00003300,4,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.015053} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,1.999698,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.096063,} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.197908,}"
67,set_000__step_00003400,set_000__step_00003350,0,
68,set_000__step_00003450,set_000__step_00003400,3,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.140429} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.175566,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,1.957490,}"
69,set_000__step_00003500,set_000__step_00003450,0,
70,set_000__step_00003550,set_000__step_00003500,2,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.170898} {water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.098567}"
71,set_000__step_00003600,set_000__step_00003550,1,"{water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.159898,}"
72,set_000__step_00003650,set_000__step_00003600,0,
73,set_000__step_00003700,set_000__step_00003650,2,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,1.975174} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.164803,}"
74,set_000__step_00003750,set_000__step_00003700,1,"{water-surface,formed,734,1008,surface,water,O,H,H-O,,1.087550}"
75,set_000__step_00003800,set_000__step_00003750,1,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.165428}"
76,set_000__step_00003850,set_000__step_00003800,1,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.089574}"
77,set_000__step_00003900,set_000__step_00003850,3,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.034423} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.089574,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.195582,}"
78,set_000__step_00003950,set_000__step_00003900,2,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.188905} {water-surface,broken,734,1008,surface,water,O,H,H-O,1.125842,}"
79,set_000__step_00004000,set_000__step_00003950,2,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,1.912483,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.065439,}"
80,set_000__step_00004050,set_000__step_00004000,0,
81,set_000__step_00004100,set_000__step_00004050,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.155212} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.122058,}"
82,set_000__step_00004150,set_000__step_00004100,0,
83,set_000__step_00004200,set_000__step_00004150,1,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.997948}"
84,set_000__step_00004250,set_000__step_00004200,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.179404} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.132295}"
85,set_000__step_00004300,set_000__step_00004250,3,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.179404,} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.008966,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.190801,}"
86,set_000__step_00004350,set_000__step_00004300,0,
87,set_000__step_00004400,set_000__step_00004350,3,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.043810} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.010710,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.190857,}"
88,set_000__step_00004450,set_000__step_00004400,1,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.180721}"
89,set_000__step_00004500,set_000__step_00004450,3,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.064122} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.064076} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.068906}"
90,set_000__step_00004550,set_000__step_00004500,2,"{water-surface,broken,419,1016,surface,water,O,H,H-O,1.064076,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.114072,}"
91,set_000__step_00004600,set_000__step_00004550,2,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.016631} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.022070,}"
92,set_000__step_00004650,set_000__step_00004600,1,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.023769}"
93,set_000__step_00004700,set_000__step_00004650,0,
94,set_000__step_00004750,set_000__step_00004700,0,
95,set_000__step_00004800,set_000__step_00004750,1,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.198421,}"
96,set_000__step_00004850,set_000__step_00004800,3,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.098490} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,1.903260} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.148329,}"
97,set_000__step_00004900,set_000__step_00004850,0,
98,set_000__step_00004950,set_000__step_00004900,3,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.161800,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.118542,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.054022,}"
99,set_000__step_00005000,set_000__step_00004950,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.165890} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.142348,}"
100,set_000__step_00005050,set_000__step_00005000,1,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.070172}"
101,set_000__step_00005100,set_000__step_00005050,1,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,1.972667}"
102,set_000__step_00005150,set_000__step_00005100,1,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.098348,}"
103,set_000__step_00005200,set_000__step_00005150,4,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.240310} {water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,1.939467} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.156622,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.046788,}"
104,set_000__step_00005250,set_000__step_00005200,3,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.034388} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.138360} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.240310,}"
105,set_000__step_00005300,set_000__step_00005250,2,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.193273} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.023209,}"
106,set_000__step_00005350,set_000__step_00005300,1,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,1.886975,}"
107,set_000__step_00005400,set_000__step_00005350,2,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.186265} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.096343,}"
108,set_000__step_00005450,set_000__step_00005400,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.191741} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.085488,}"
109,set_000__step_00005500,set_000__step_00005450,0,
110,set_000__step_00005550,set_000__step_00005500,1,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.014058}"
111,set_000__step_00005600,set_000__step_00005550,2,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.004599} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.199571,}"
112,set_000__step_00005650,set_000__step_00005600,2,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.160435} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,1.969121,}"
113,set_000__step_00005700,set_000__step_00005650,1,"{water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.025511,}"
114,set_000__step_00005750,set_000__step_00005700,1,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.227520}"
115,set_000__step_00005800,set_000__step_00005750,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.969609} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.227520,}"
116,set_000__step_00005850,set_000__step_00005800,1,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.040755}"
117,set_000__step_00005900,set_000__step_00005850,3,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,1.865465,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.102183,} {water-surface,broken,768,1006,surface,water,Zn,O,O-Zn,2.104686,}"
118,set_000__step_00005950,set_000__step_00005900,1,"{water-surface,formed,768,1006,surface,water,Zn,O,O-Zn,,2.106535}"
119,set_000__step_00006000,set_000__step_00005950,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.060170} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.109989,}"
120,set_000__step_00006050,set_000__step_00006000,2,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,1.990135} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.081150}"
121,set_000__step_00006100,set_000__step_00006050,2,"{organic-surface,formed,853,969,surface,organic,Zn,O,O-Zn,,2.097546} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.111496,}"
122,set_000__step_00006150,set_000__step_00006100,2,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,1.918815,} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.159197,}"
123,set_000__step_00006200,set_000__step_00006150,1,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.128934}"
124,set_000__step_00006250,set_000__step_00006200,1,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.120360}"
125,set_000__step_00006300,set_000__step_00006250,1,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.130251}"
126,set_000__step_00006350,set_000__step_00006300,1,"{organic-surface,broken,853,969,surface,organic,Zn,O,O-Zn,2.071015,}"
127,set_000__step_00006400,set_000__step_00006350,1,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.139786,}"
128,set_000__step_00006450,set_000__step_00006400,1,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.185503,}"
129,set_000__step_00006500,set_000__step_00006450,0,
130,set_000__step_00006550,set_000__step_00006500,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.090369} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.165383}"
131,set_000__step_00006600,set_000__step_00006550,1,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.055646}"
132,set_000__step_00006650,set_000__step_00006600,1,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.215502}"
133,set_000__step_00006700,set_000__step_00006650,1,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.173264,}"
134,set_000__step_00006750,set_000__step_00006700,1,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.170756,}"
135,set_000__step_00006800,set_000__step_00006750,3,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.073871} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.137472} {water-surface,formed,839,1053,surface,water,O,H,H-O,,1.191972}"
136,set_000__step_00006850,set_000__step_00006800,0,
137,set_000__step_00006900,set_000__step_00006850,1,"{water-surface,broken,959,1022,surface,water,O,H,H-O,1.056651,}"
138,set_000__step_00006950,set_000__step_00006900,0,
139,set_000__step_00007000,set_000__step_00006950,1,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.248741,}"
140,set_000__step_00007050,set_000__step_00007000,0,
141,set_000__step_00007100,set_000__step_00007050,0,
142,set_000__step_00007150,set_000__step_00007100,1,"{water-surface,broken,839,1053,surface,water,O,H,H-O,1.071399,}"
143,set_000__step_00007200,set_000__step_00007150,2,"{water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.115480,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.001057,}"
144,set_000__step_00007250,set_000__step_00007200,2,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.098329} {organic-surface,formed,793,969,surface,organic,Zn,O,O-Zn,,2.094349}"
145,set_000__step_00007300,set_000__step_00007250,0,
146,set_000__step_00007350,set_000__step_00007300,1,"{water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.178648}"
147,set_000__step_00007400,set_000__step_00007350,0,
148,set_000__step_00007450,set_000__step_00007400,2,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,1.902474} {water-surface,formed,839,1053,surface,water,O,H,H-O,,1.121798}"
149,set_000__step_00007500,set_000__step_00007450,3,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.201466} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,1.902474,} {water-surface,broken,839,1053,surface,water,O,H,H-O,1.121798,}"
150,set_000__step_00007550,set_000__step_00007500,4,"{water-surface,formed,839,1053,surface,water,O,H,H-O,,0.988648} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.191852} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.201466,} {organic-surface,broken,793,969,surface,organic,Zn,O,O-Zn,1.940665,}"
151,set_000__step_00007600,set_000__step_00007550,0,
152,set_000__step_00007650,set_000__step_00007600,1,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.245406}"
153,set_000__step_00007700,set_000__step_00007650,1,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.245406,}"
154,set_000__step_00007750,set_000__step_00007700,1,"{organic-surface,formed,793,969,surface,organic,Zn,O,O-Zn,,2.078484}"
155,set_000__step_00007800,set_000__step_00007750,1,"{water-surface,broken,839,1053,surface,water,O,H,H-O,1.167853,}"
156,set_000__step_00007850,set_000__step_00007800,2,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.193974} {water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.174325,}"
157,set_000__step_00007900,set_000__step_00007850,0,
158,set_000__step_00007950,set_000__step_00007900,2,"{water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.061185} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.174357,}"
159,set_000__step_00008000,set_000__step_00007950,2,"{water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.172502,} {organic-surface,broken,793,969,surface,organic,Zn,O,O-Zn,2.128607,}"
160,set_000__step_00008050,set_000__step_00008000,1,"{water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.160257,}"
161,set_000__step_00008100,set_000__step_00008050,4,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,1.963600} {organic-surface,formed,793,969,surface,organic,Zn,O,O-Zn,,2.053314} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.040615} {water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.050287,}"
162,set_000__step_00008150,set_000__step_00008100,1,"{water-surface,formed,959,1022,surface,water,O,H,H-O,,1.196053}"
163,set_000__step_00008200,set_000__step_00008150,4,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.158126} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.240957} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.005645,} {water-surface,broken,873,1051,surface,water,Zn,O,O-Zn,2.075111,}"
164,set_000__step_00008250,set_000__step_00008200,0,
165,set_000__step_00008300,set_000__step_00008250,3,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.191304} {water-surface,formed,873,1051,surface,water,Zn,O,O-Zn,,2.130606} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.004489,}"
166,set_000__step_00008350,set_000__step_00008300,4,"{water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.096393} {water-surface,formed,959,1022,surface,water,O,H,H-O,,1.024472} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.191304,} {organic-surface,broken,793,969,surface,organic,Zn,O,O-Zn,2.134099,}"
167,set_000__step_00008400,set_000__step_00008350,0,
168,set_000__step_00008450,set_000__step_00008400,2,"{organic-surface,formed,793,969,surface,organic,Zn,O,O-Zn,,2.081063} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.206953,}"
169,set_000__step_00008500,set_000__step_00008450,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.198891} {water-surface,broken,693,1012,surface,water,Zn,O,O-Zn,2.170934,}"
170,set_000__step_00008550,set_000__step_00008500,3,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.198891,} {water-surface,broken,273,1021,surface,water,Zn,O,O-Zn,2.186511,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.217404,}"
171,set_000__step_00008600,set_000__step_00008550,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.113014} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.223447}"
172,set_000__step_00008650,set_000__step_00008600,5,"{water-surface,formed,273,1021,surface,water,Zn,O,O-Zn,,2.025600} {water-surface,formed,693,1012,surface,water,Zn,O,O-Zn,,2.082938} {water-surface,broken,259,1034,surface,water,O,H,H-O,1.113014,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.223447,} {organic-surface,broken,793,969,surface,organic,Zn,O,O-Zn,2.091415,}"
173,set_000__step_00008700,set_000__step_00008650,1,"{water-surface,formed,959,1022,surface,water,O,H,H-O,,1.187529}"
174,set_000__step_00008750,set_000__step_00008700,2,"{water-surface,formed,259,1034,surface,water,O,H,H-O,,1.233303} {water-surface,formed,839,1053,surface,water,O,H,H-O,,1.249010}"
175,set_000__step_00008800,set_000__step_00008750,2,"{water-surface,broken,259,1034,surface,water,O,H,H-O,1.233303,} {water-surface,broken,839,1053,surface,water,O,H,H-O,1.249010,}"
176,set_000__step_00008850,set_000__step_00008800,1,"{water-surface,formed,419,1016,surface,water,O,H,H-O,,1.189427}"
177,set_000__step_00008900,set_000__step_00008850,2,"{water-surface,broken,293,1033,surface,water,Zn,O,O-Zn,2.124797,} {water-surface,broken,419,1016,surface,water,O,H,H-O,1.189427,}"
178,set_000__step_00008950,set_000__step_00008900,2,"{water-surface,broken,453,1015,surface,water,Zn,O,O-Zn,2.113313,} {water-surface,broken,959,1022,surface,water,O,H,H-O,1.009472,}"
179,set_000__step_00009000,set_000__step_00008950,3,"{water-surface,formed,293,1033,surface,water,Zn,O,O-Zn,,2.120583} {water-surface,formed,419,1016,surface,water,O,H,H-O,,1.152714} {water-surface,formed,453,1015,surface,water,Zn,O,O-Zn,,2.158976}"
